"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"FAAH2","FAAH2","ENSG00000165591",158584,"protein_coding","fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:26440]"
"ZXDB","ZXDB","ENSG00000198455",158586,"protein_coding","zinc finger X-linked duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]"
"FAM47A","FAM47A","ENSG00000185448",158724,"protein_coding","family with sequence similarity 47 member A [Source:HGNC Symbol;Acc:HGNC:29962]"
"MOSPD2","MOSPD2","ENSG00000130150",158747,"protein_coding","motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]"
"ARHGAP36","ARHGAP36","ENSG00000147256",158763,"protein_coding","Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]"
"RIBC1","RIBC1","ENSG00000158423",158787,"protein_coding","RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537]"
"AKAP14","AKAP14","ENSG00000186471",158798,"protein_coding","A-kinase anchoring protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]"
"RHOXF1","RHOXF1","ENSG00000101883",158800,"protein_coding","Rhox homeobox family member 1 [Source:HGNC Symbol;Acc:HGNC:29993]"
"MAGEB6","MAGEB6","ENSG00000176746",158809,"protein_coding","MAGE family member B6 [Source:HGNC Symbol;Acc:HGNC:23796]"
"CXorf65","CXorf65","ENSG00000204165",158830,"protein_coding","chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]"
"AWAT1","AWAT1","ENSG00000204195",158833,"protein_coding","acyl-CoA wax alcohol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23252]"
"AWAT2","AWAT2","ENSG00000147160",158835,"protein_coding","acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]"
"ZDHHC15","ZDHHC15","ENSG00000102383",158866,"protein_coding","zinc finger DHHC-type palmitoyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:20342]"
"USP51","USP51","ENSG00000247746",158880,"protein_coding","ubiquitin specific peptidase 51 [Source:HGNC Symbol;Acc:HGNC:23086]"
"TCEAL6","TCEAL6","ENSG00000291827",158931,"protein_coding","transcription elongation factor A like 6 [Source:HGNC Symbol;Acc:HGNC:24553]"
"H2BFWT",NA,NA,NA,NA,NA
"CXorf38","CXorf38","ENSG00000185753",159013,"protein_coding","chromosome X open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28589]"
"FAM122B",NA,NA,NA,NA,NA
"FAM122C",NA,NA,NA,NA,NA
"HSFY2","HSFY2","ENSG00000169953",159119,"protein_coding","heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]"
"RBMY2EP","RBMY2EP","ENSG00000223637",NA,"transcribed_unprocessed_pseudogene","RNA binding motif protein Y-linked family 2 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:23890]"
"RBMY2FP","RBMY2FP","ENSG00000243040",NA,"transcribed_unprocessed_pseudogene","RNA binding motif protein Y-linked family 2 member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:23891]"
"RBMY1F","RBMY1F","ENSG00000169800",159163,"protein_coding","RNA binding motif protein Y-linked family 1 member F [Source:HGNC Symbol;Acc:HGNC:23974]"
"USP54","USP54","ENSG00000166348",159195,"protein_coding","ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513]"
"NKX2-3","NKX2-3","ENSG00000119919",159296,"protein_coding","NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]"
"SLC35G1","SLC35G1","ENSG00000176273",159371,"protein_coding","solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607]"
"CFAP58","CFAP58","ENSG00000120051",159686,"protein_coding","cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676]"
"SLC5A12","SLC5A12","ENSG00000148942",159963,"protein_coding","solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750]"
"DEUP1","DEUP1","ENSG00000165325",159989,"protein_coding","deuterosome assembly protein 1 [Source:HGNC Symbol;Acc:HGNC:26344]"
"PATE1","PATE1","ENSG00000171053",160065,"protein_coding","prostate and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24664]"
"C11orf65","C11orf65","ENSG00000166323",160140,"protein_coding","chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]"
"LDHAL6A","LDHAL6A","ENSG00000166800",160287,"protein_coding","lactate dehydrogenase A like 6A [Source:HGNC Symbol;Acc:HGNC:28335]"
"C11orf42","C11orf42","ENSG00000180878",160298,"protein_coding","chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:28541]"
"TMTC2","TMTC2","ENSG00000179104",160335,"protein_coding","transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]"
"CLEC12A","CLEC12A","ENSG00000172322",160364,"protein_coding","C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]"
"CLECL1",NA,NA,NA,NA,NA
"TMTC3","TMTC3","ENSG00000139324",160418,"protein_coding","transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899]"
"C12orf50","C12orf50","ENSG00000165805",160419,"protein_coding","chromosome 12 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26665]"
"ALDH1L2","ALDH1L2","ENSG00000136010",160428,"protein_coding","aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]"
"LMNTD1","LMNTD1","ENSG00000152936",160492,"protein_coding","lamin tail domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26683]"
"DENND5B","DENND5B","ENSG00000170456",160518,"protein_coding","DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]"
"GRASP",NA,NA,NA,NA,NA
"SLC5A8","SLC5A8","ENSG00000256870",160728,"protein_coding","solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]"
"PPTC7","PPTC7","ENSG00000196850",160760,"protein_coding","protein phosphatase targeting COQ7 [Source:HGNC Symbol;Acc:HGNC:30695]"
"CCDC63","CCDC63","ENSG00000173093",160762,"protein_coding","coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]"
"CCDC60","CCDC60","ENSG00000183273",160777,"protein_coding","coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]"
"DGKH","DGKH","ENSG00000102780",160851,"protein_coding","diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854]"
"CCDC122","CCDC122","ENSG00000151773",160857,"protein_coding","coiled-coil domain containing 122 [Source:HGNC Symbol;Acc:HGNC:26478]"
"GPR180","GPR180","ENSG00000152749",160897,"protein_coding","G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]"
"FAM71D",NA,NA,NA,NA,NA
"TMEM229B","TMEM229B","ENSG00000198133",161145,"protein_coding","transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130]"
"SYNE3","SYNE3","ENSG00000176438",161176,"protein_coding","spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]"
"CLEC14A","CLEC14A","ENSG00000176435",161198,"protein_coding","C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]"
"FITM1","FITM1","ENSG00000285321",161247,"protein_coding","fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714]"
"REM2","REM2","ENSG00000139890",161253,"protein_coding","RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]"
"TMEM30B","TMEM30B","ENSG00000182107",161291,"protein_coding","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]"
"MDGA2","MDGA2","ENSG00000139915",161357,"protein_coding","MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:HGNC Symbol;Acc:HGNC:19835]"
"SAMD15","SAMD15","ENSG00000100583",161394,"protein_coding","sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:HGNC:18631]"
"NOP9","NOP9","ENSG00000285326",161424,"protein_coding","NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]"
"EML5","EML5","ENSG00000165521",161436,"protein_coding","EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]"
"STRC","STRC","ENSG00000242866",161497,"protein_coding","stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]"
"CFAP161","CFAP161","ENSG00000156206",161502,"protein_coding","cilia and flagella associated protein 161 [Source:HGNC Symbol;Acc:HGNC:26782]"
"TBC1D21","TBC1D21","ENSG00000167139",161514,"protein_coding","TBC1 domain family member 21 [Source:HGNC Symbol;Acc:HGNC:28536]"
"DNAAF4","DNAAF4","ENSG00000256061",161582,"protein_coding","dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493]"
"CSNK1A1P1","CSNK1A1P1","ENSG00000223518",NA,"transcribed_processed_pseudogene","casein kinase 1 alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30446]"
"OTUD7A","OTUD7A","ENSG00000169918",161725,"protein_coding","OTU deubiquitinase 7A [Source:HGNC Symbol;Acc:HGNC:20718]"
"SPRED1","SPRED1","ENSG00000166068",161742,"protein_coding","sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]"
"ODF3L1",NA,NA,NA,NA,NA
"PGBD4","PGBD4","ENSG00000182405",161779,"protein_coding","piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401]"
"ADAL",NA,NA,NA,NA,NA
"EXD1","EXD1","ENSG00000178997",161829,"protein_coding","exonuclease 3'-5' domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28507]"
"FSIP1","FSIP1","ENSG00000150667",161835,"protein_coding","fibrous sheath interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21674]"
"ZFPM1","ZFPM1","ENSG00000179588",161882,"protein_coding","zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]"
"ADAD2","ADAD2","ENSG00000140955",161931,"protein_coding","adenosine deaminase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30714]"
"ITPRIPL2","ITPRIPL2","ENSG00000205730",162073,"protein_coding","ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]"
"C16orf82","C16orf82","ENSG00000234186",162083,"protein_coding","chromosome 16 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:30755]"
"ZFP1","ZFP1","ENSG00000184517",162239,"protein_coding","ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]"
"ANKFN1","ANKFN1","ENSG00000153930",162282,"protein_coding","ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766]"
"MARCH10",NA,NA,NA,NA,NA
"MFSD6L","MFSD6L","ENSG00000185156",162387,"protein_coding","major facilitator superfamily domain containing 6 like [Source:HGNC Symbol;Acc:HGNC:26656]"
"SLFN5","SLFN5","ENSG00000166750",162394,"protein_coding","schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]"
"NAGS","NAGS","ENSG00000161653",162417,"protein_coding","N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996]"
"RETREG3","RETREG3","ENSG00000141699",162427,"protein_coding","reticulophagy regulator family member 3 [Source:HGNC Symbol;Acc:HGNC:27258]"
"TMEM92","TMEM92","ENSG00000167105",162461,"protein_coding","transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]"
"PHOSPHO1","PHOSPHO1","ENSG00000173868",162466,"protein_coding","phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]"
"RHBDL3","RHBDL3","ENSG00000141314",162494,"protein_coding","rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]"
"TRPV3","TRPV3","ENSG00000167723",162514,"protein_coding","transient receptor potential cation channel subfamily V member 3 [Source:HGNC Symbol;Acc:HGNC:18084]"
"SLC16A11","SLC16A11","ENSG00000174326",162515,"protein_coding","solute carrier family 16 member 11 [Source:HGNC Symbol;Acc:HGNC:23093]"
"FBXO39","FBXO39","ENSG00000177294",162517,"protein_coding","F-box protein 39 [Source:HGNC Symbol;Acc:HGNC:28565]"
"SPPL2C","SPPL2C","ENSG00000185294",162540,"protein_coding","signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902]"
"KRT28","KRT28","ENSG00000173908",162605,"protein_coding","keratin 28 [Source:HGNC Symbol;Acc:HGNC:30842]"
"USP32P1","USP32P1","ENSG00000188933",NA,"transcribed_unprocessed_pseudogene","ubiquitin specific peptidase 32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43570]"
"ZNF519","ZNF519","ENSG00000175322",162655,"protein_coding","zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574]"
"C18orf54","C18orf54","ENSG00000166845",162681,"protein_coding","chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]"
"ELOA3",NA,NA,NA,NA,NA
"ZNF836","ZNF836","ENSG00000196267",162962,"protein_coding","zinc finger protein 836 [Source:HGNC Symbol;Acc:HGNC:34333]"
"ZNF610","ZNF610","ENSG00000167554",162963,"protein_coding","zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687]"
"ZNF600","ZNF600","ENSG00000189190",162966,"protein_coding","zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]"
"ZNF320","ZNF320","ENSG00000182986",162967,"protein_coding","zinc finger protein 320 [Source:HGNC Symbol;Acc:HGNC:13842]"
"ZNF497","ZNF497","ENSG00000174586",162968,"protein_coding","zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]"
"ZNF550","ZNF550","ENSG00000251369",162972,"protein_coding","zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]"
"ZNF296","ZNF296","ENSG00000170684",162979,"protein_coding","zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981]"
"DEDD2","DEDD2","ENSG00000160570",162989,"protein_coding","death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]"
"OR7D2","OR7D2","ENSG00000188000",162998,"protein_coding","olfactory receptor family 7 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8378]"
"ZNF579","ZNF579","ENSG00000218891",163033,"protein_coding","zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]"
"ZNF791","ZNF791","ENSG00000173875",163049,"protein_coding","zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]"
"ZNF564","ZNF564","ENSG00000249709",163050,"protein_coding","zinc finger protein 564 [Source:HGNC Symbol;Acc:HGNC:31106]"
"ZNF709","ZNF709","ENSG00000242852",163051,"protein_coding","zinc finger protein 709 [Source:HGNC Symbol;Acc:HGNC:20629]"
"ZNF433","ZNF433","ENSG00000197647",163059,"protein_coding","zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]"
"ZNF114","ZNF114","ENSG00000178150",163071,"protein_coding","zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]"
"ZNF567","ZNF567","ENSG00000189042",163081,"protein_coding","zinc finger protein 567 [Source:HGNC Symbol;Acc:HGNC:28696]"
"ZNF383","ZNF383","ENSG00000188283",163087,"protein_coding","zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]"
"ZNF781","ZNF781","ENSG00000196381",NA,"transcribed_unprocessed_pseudogene","zinc finger protein 781 [Source:HGNC Symbol;Acc:HGNC:26745]"
"EID2","EID2","ENSG00000176396",163126,"protein_coding","EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]"
"ZNF780B","ZNF780B","ENSG00000281601",163131,"protein_coding","zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]"
"PRR22","PRR22","ENSG00000212123",163154,"protein_coding","proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354]"
"LGI4","LGI4","ENSG00000153902",163175,"protein_coding","leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]"
"SYNE4","SYNE4","ENSG00000181392",163183,"protein_coding","spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]"
"ZNF676","ZNF676","ENSG00000196109",163223,"protein_coding","zinc finger protein 676 [Source:HGNC Symbol;Acc:HGNC:20429]"
"ZNF100","ZNF100","ENSG00000274746",163227,"protein_coding","zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]"
"ZNF540","ZNF540","ENSG00000171817",163255,"protein_coding","zinc finger protein 540 [Source:HGNC Symbol;Acc:HGNC:25331]"
"DENND2C","DENND2C","ENSG00000175984",163259,"protein_coding","DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]"
"GBP6","GBP6","ENSG00000183347",163351,"protein_coding","guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]"
"PLPPR5","PLPPR5","ENSG00000117598",163404,"protein_coding","phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]"
"FNDC7","FNDC7","ENSG00000143107",163479,"protein_coding","fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]"
"DENND1B","DENND1B","ENSG00000213047",163486,"protein_coding","DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]"
"TDRD5","TDRD5","ENSG00000162782",163589,"protein_coding","tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]"
"TOR1AIP2","TOR1AIP2","ENSG00000169905",163590,"protein_coding","torsin 1A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]"
"CALML6","CALML6","ENSG00000169885",163688,"protein_coding","calmodulin like 6 [Source:HGNC Symbol;Acc:HGNC:24193]"
"IFNLR1","IFNLR1","ENSG00000185436",163702,"protein_coding","interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]"
"CYP4Z2P","CYP4Z2P","ENSG00000290456",163720,"lncRNA","cytochrome P450 family 4 subfamily Z member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:24426]"
"CITED4","CITED4","ENSG00000179862",163732,"protein_coding","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]"
"SLC25A3P1","SLC25A3P1","ENSG00000236253",NA,"transcribed_processed_pseudogene","solute carrier family 25 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26869]"
"LEXM",NA,NA,NA,NA,NA
"SPRR4","SPRR4","ENSG00000184148",163778,"protein_coding","small proline rich protein 4 [Source:HGNC Symbol;Acc:HGNC:23173]"
"KANK4","KANK4","ENSG00000132854",163782,"protein_coding","KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]"
"SASS6","SASS6","ENSG00000156876",163786,"protein_coding","SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403]"
"SDE2","SDE2","ENSG00000143751",163859,"protein_coding","SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]"
"CNST","CNST","ENSG00000162852",163882,"protein_coding","consortin, connexin sorting protein [Source:HGNC Symbol;Acc:HGNC:26486]"
"FAM43B","FAM43B","ENSG00000183114",163933,"protein_coding","family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]"
"HFM1","HFM1","ENSG00000162669",164045,"protein_coding","helicase for meiosis 1 [Source:HGNC Symbol;Acc:HGNC:20193]"
"PAQR7","PAQR7","ENSG00000182749",164091,"protein_coding","progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]"
"CCDC185","CCDC185","ENSG00000178395",164127,"protein_coding","coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]"
"UBL4B","UBL4B","ENSG00000186150",164153,"protein_coding","ubiquitin like 4B [Source:HGNC Symbol;Acc:HGNC:32309]"
"APCDD1L","APCDD1L","ENSG00000198768",164284,"protein_coding","APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]"
"LRRN4","LRRN4","ENSG00000125872",164312,"protein_coding","leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]"
"CST13P","CST13P","ENSG00000204663",NA,"transcribed_unprocessed_pseudogene","cystatin 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:44335]"
"TTLL9","TTLL9","ENSG00000131044",164395,"protein_coding","tubulin tyrosine ligase like 9 [Source:HGNC Symbol;Acc:HGNC:16118]"
"CCDC116","CCDC116","ENSG00000161180",164592,"protein_coding","coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]"
"CABP7","CABP7","ENSG00000100314",164633,"protein_coding","calcium binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20834]"
"TMPRSS6","TMPRSS6","ENSG00000187045",164656,"protein_coding","transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]"
"APOBEC3H","APOBEC3H","ENSG00000100298",164668,"protein_coding","apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol;Acc:HGNC:24100]"
"WBP2NL","WBP2NL","ENSG00000183066",164684,"protein_coding","WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]"
"TTLL8","TTLL8","ENSG00000138892",164714,"protein_coding","tubulin tyrosine ligase like 8 [Source:HGNC Symbol;Acc:HGNC:34000]"
"DAW1","DAW1","ENSG00000123977",164781,"protein_coding","dynein assembly factor with WD repeats 1 [Source:HGNC Symbol;Acc:HGNC:26383]"
"LONRF2","LONRF2","ENSG00000170500",164832,"protein_coding","LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]"
"CCDC138","CCDC138","ENSG00000163006",165055,"protein_coding","coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531]"
"ADGRF3","ADGRF3","ENSG00000173567",165082,"protein_coding","adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]"
"TEX44","TEX44","ENSG00000177673",165100,"protein_coding","testis expressed 44 [Source:HGNC Symbol;Acc:HGNC:28563]"
"OXER1","OXER1","ENSG00000162881",165140,"protein_coding","oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]"
"TOGARAM2","TOGARAM2","ENSG00000189350",165186,"protein_coding","TOG array regulator of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33715]"
"FAM171B","FAM171B","ENSG00000144369",165215,"protein_coding","family with sequence similarity 171 member B [Source:HGNC Symbol;Acc:HGNC:29412]"
"C1QL2","C1QL2","ENSG00000144119",165257,"protein_coding","complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]"
"UBXN2A","UBXN2A","ENSG00000173960",165324,"protein_coding","UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]"
